60
('X', (3, 2), (3, 3)), 56.70050847099992
('O', (2, 4), (2, 3)), 37.74538083800144
('X', (2, 2), (3, 2)), 53.378937394001696
('O', (5, 4), (4, 4)), 16.211988982002367
('X', (1, 2), (2, 2)), 49.656790364999324
('O', (5, 2), (4, 2)), 1.6208050350032863
('O', (5, 4), (5, 3)), 46.21655274799923
('X', (1, 3), (1, 4)), 0.16172811900469242
('O', (5, 5), (4, 5)), 42.726156740998704
('X', (1, 1), (2, 1)), 0.015802379002707312
('X', (1, 2), (1, 1)), 39.168021385998145
('O', (5, 4), (5, 5)), 0.0011351450011716224
('X', (1, 3), (0, 3)), 35.32944166399466
('O', (3, 4), (3, 5)), -9.239799692295492e-05
