200
('X', (3, 2), (3, 3)), 187.92247006199977
('O', (2, 4), (2, 3)), 177.7453142109989
('X', (4, 2), (3, 2)), 175.29157838500032
('O', (4, 4), (3, 4)), 152.41195932900155
('X', (4, 1), (4, 2)), 163.00027295600012
('O', (4, 5), (4, 4)), 132.99237397400066
('X', (4, 0), (4, 1)), 150.35939188700286
('X', (1, 0), (2, 0)), 113.96712624300199
('X', (1, 4), (2, 4)), 137.5228279020048
('X', (1, 1), (2, 1)), 90.00426283699926
('X', (1, 5), (1, 4)), 124.68669527700331
('X', (3, 5), (2, 5)), 74.64191752699844
('X', (5, 5), (5, 4)), 109.96592784300447
('X', (3, 5), (2, 2)), 52.920472561996576
