30
('X', (4, 3), (3, 3)), 28.618929756999933
('X', (4, 2), (4, 3)), 26.223758448999433
('O', (2, 4), (2, 3)), 27.185716762000084
('X', (2, 2), (1, 2)), 23.328912371000115
('X', (3, 2), (2, 2)), 25.739362786998754
('O', (3, 4), (2, 4)), 21.0931723169997
('X', (3, 1), (2, 1)), 24.142001153999445
('X', (3, 0), (2, 0)), 19.564537804999418
('X', (3, 2), (3, 1)), 22.50250560299901
('O', (4, 4), (3, 4)), 18.394014735999008
('O', (4, 5), (5, 5)), 20.793849183997736
('O', (2, 5), (3, 5)), 16.957511456999782
('O', (0, 5), (1, 5)), 19.10803323199798
('O', (0, 1), (1, 1)), 15.266933274000621
('O', (0, 3), (1, 3)), 17.273937627998748
('O', (0, 2), (0, 3)), 13.819721659001516
('O', (0, 1), (0, 0)), 15.384024814999066
('X', (4, 2), (5, 2)), 13.179339120000805
('X', (4, 1), (5, 1)), 13.57814816300015
('X', (4, 0), (4, 1)), 12.59836245400038
