300
('X', (3, 2), (3, 3)), 281.6769566469993
('X', (4, 2), (3, 2)), 273.4296139199978
('O', (2, 4), (2, 3)), 262.89399339399824
('O', (4, 4), (4, 3)), 244.7376114419967
('X', (5, 2), (5, 3)), 242.79460463899886
('O', (4, 5), (4, 4)), 226.41496634499708
('O', (1, 5), (2, 5)), 223.99436197799878
('X', (4, 2), (4, 1)), 205.32054808999965
('X', (5, 2), (5, 1)), 205.16373912700146
('O', (1, 3), (0, 3)), 188.12487223000062
('O', (1, 0), (1, 1)), 184.709635756004
('O', (2, 0), (2, 1)), 177.7553705959981
('O', (4, 0), (3, 0)), 159.9401917580035
('X', (4, 2), (5, 2)), 175.8903082409961
('O', (5, 0), (4, 0)), 110.73487379200378
('X', (4, 5), (5, 5)), 170.6810055029964
('X', (3, 5), (4, 5)), 96.22158619800393
('O', (5, 4), (4, 2)), 148.09238275799362
