60
('X', (3, 2), (3, 3)), 56.748738786000104
('O', (2, 0), (2, 1)), 54.68547843200031
('O', (3, 0), (3, 1)), 52.64266486000088
('X', (5, 2), (4, 2)), 50.524837874001605
('X', (5, 3), (4, 3)), 49.270818304001295
('O', (2, 0), (3, 0)), 46.89322652300325
('X', (5, 2), (5, 3)), 45.954077446001975
('X', (5, 1), (5, 2)), 45.274844043002304
('O', (1, 0), (0, 0)), 42.44042523700227
('O', (1, 3), (1, 2)), 41.12169180500132
('O', (1, 5), (1, 4)), 38.99138743200274
('O', (2, 5), (2, 4)), 37.91041919700183
('O', (3, 5), (2, 5)), 35.27729361500133
('O', (3, 4), (3, 5)), 35.72270807900168
('O', (5, 4), (4, 4)), 30.78531495900097
('O', (5, 5), (5, 4)), 34.452917312000864
('O', (4, 5), (5, 5)), 27.002465220000886
('O', (4, 1), (4, 0)), 33.084815935000734
('O', (4, 5), (3, 4)), 21.515269740000804
