200
('X', (3, 2), (3, 3)), 187.83317625499876
('O', (2, 5), (2, 4)), 182.2862310950004
('O', (3, 5), (3, 4)), 175.7324568819986
('X', (3, 1), (3, 2)), 164.5926361389993
('X', (2, 1), (2, 2)), 163.37633352800003
('X', (3, 1), (2, 1)), 148.8199122879978
('X', (5, 1), (4, 1)), 150.81001379400004
('X', (5, 3), (4, 3)), 135.9815516899962
('X', (5, 1), (5, 2)), 138.15279242500037
('O', (5, 5), (4, 5)), 128.38897362799617
('X', (5, 0), (5, 1)), 120.95588448200033
('X', (3, 0), (3, 1)), 118.95311848199708
