200
('X', (1, 3), (2, 3)), 199.99973590300033
('O', (2, 1), (2, 2)), 187.6365077720002
('X', (1, 4), (0, 4)), 199.99952869400113
('X', (1, 1), (1, 2)), 174.35124106399962
('O', (3, 1), (4, 1)), 199.9993298010013
('O', (3, 3), (3, 2)), 161.4630471019991
('O', (5, 3), (5, 4)), 199.99907733800137
('X', (3, 1), (3, 0)), 149.0678886909991
('O', (5, 2), (5, 1)), 199.9989003460014
('X', (2, 1), (3, 1)), 136.22406530099943
('O', (4, 2), (4, 3)), 199.99870671700228
('X', (2, 0), (2, 1)), 124.33944452099968
('X', (0, 0), (1, 0)), 199.9985515940025
('X', (0, 3), (0, 2)), 109.27452841299964
