120
('O', (5, 2), (5, 1)), 119.99971868900138
('O', (2, 2), (3, 2)), 112.98740915399867
('O', (2, 4), (2, 3)), 119.999498778001
('X', (4, 3), (3, 3)), 105.88182652199794
('O', (0, 4), (0, 3)), 119.99933589300053
('X', (4, 1), (3, 1)), 98.51245473399831
('O', (4, 4), (4, 3)), 119.99914660200011
('X', (4, 2), (5, 2)), 91.20277632399848
('O', (1, 4), (2, 4)), 119.99898448299973
('X', (4, 1), (4, 2)), 83.89402394299941
('O', (1, 1), (1, 0)), 119.99880185799884
('X', (4, 0), (5, 0)), 76.42310168399854
('X', (2, 0), (3, 0)), 119.99859974199899
('X', (2, 1), (2, 2)), 67.47436928699972
