10
('X', (4, 3), (3, 3)), 9.869612873000733
('O', (2, 4), (2, 3)), 9.999705255999288
('X', (4, 4), (3, 4)), 9.710987522001233
('X', (4, 5), (5, 5)), 9.999534724000114
('O', (2, 5), (2, 4)), 9.460424281000087
('X', (4, 2), (4, 1)), 9.999373205000666
('O', (1, 5), (1, 4)), 9.22283354299907
('X', (3, 2), (2, 2)), 9.999087814001541
('X', (5, 2), (5, 3)), 8.934804755999721
('X', (4, 2), (3, 2)), 9.99895295100032
('X', (5, 2), (5, 1)), 8.528705197999443
('O', (0, 5), (0, 4)), 9.998767042001418
('O', (4, 5), (4, 4)), 8.170597056998304
