120
('O', (2, 0), (2, 1)), 119.99972212299872
('O', (3, 0), (3, 1)), 111.95310583500031
('X', (2, 3), (1, 3)), 119.99951501799842
('X', (3, 3), (2, 3)), 104.54733715399925
('O', (0, 0), (1, 0)), 119.99935177699808
('O', (0, 2), (1, 2)), 97.3983474209981
('X', (3, 5), (4, 5)), 119.99914316999639
('X', (2, 5), (2, 4)), 90.2741498469968
('O', (0, 3), (0, 2)), 119.99891602799653
('X', (3, 5), (3, 4)), 82.27655644699735
('O', (0, 4), (1, 4)), 119.99871297999744
('X', (1, 5), (2, 5)), 73.97561464799765
('O', (0, 5), (0, 4)), 119.99848039599783
('X', (3, 5), (2, 2)), 66.78609432499798
