10
('O', (5, 2), (5, 1)), 9.999826491000931
('O', (5, 3), (5, 2)), 9.870845362000182
('X', (2, 3), (2, 2)), 9.999646574000508
('X', (3, 3), (3, 2)), 9.709453897999992
('O', (4, 3), (4, 4)), 9.999453205000464
('X', (3, 4), (3, 3)), 9.490473952000684
('O', (4, 0), (4, 1)), 9.999183007999818
('X', (2, 4), (2, 3)), 9.228330547999576
('X', (1, 4), (0, 4)), 9.998981771999752
('X', (1, 3), (1, 4)), 8.907577541000137
('O', (3, 0), (2, 0)), 9.998797352998736
('O', (4, 0), (3, 0)), 8.595000301000255
('X', (1, 1), (1, 0)), 9.998566316999131
('X', (2, 1), (3, 1)), 7.89373101000092
