10
('O', (3, 2), (2, 2)), 9.999697307001043
('X', (4, 3), (3, 3)), 9.874494992000109
('X', (4, 4), (3, 4)), 9.999540187000093
('O', (4, 2), (4, 3)), 9.680515170000945
('X', (5, 4), (5, 3)), 9.999356017000537
('O', (3, 2), (4, 2)), 9.4818500950023
('O', (3, 1), (2, 1)), 9.999219328001345
('O', (3, 0), (2, 0)), 8.997767542001384
('X', (4, 4), (4, 5)), 9.999045043001388
('O', (4, 0), (3, 0)), 8.747576924000896
('O', (4, 1), (3, 1)), 9.998908723000568
('X', (5, 4), (4, 4)), 8.248932903001332
('O', (4, 0), (5, 0)), 9.99868516800234
('O', (4, 1), (4, 0)), 7.4578536080025515
