60
('X', (3, 2), (3, 3)), 56.69050670999968
('X', (3, 1), (3, 2)), 59.99975881099999
('O', (2, 4), (2, 3)), 52.915624518000186
('X', (3, 0), (4, 0)), 59.99947330199939
('O', (1, 4), (1, 3)), 49.28436667200003
('O', (3, 4), (2, 4)), 59.999298937000276
('X', (0, 0), (1, 0)), 45.79006331900018
('X', (0, 1), (1, 1)), 59.999093234999236
('X', (0, 5), (1, 5)), 42.438493399000436
('O', (5, 4), (5, 3)), 59.998872874999506
('X', (0, 4), (1, 4)), 38.797199459000694
('X', (0, 3), (0, 4)), 59.99867403099961
('X', (0, 2), (1, 2)), 35.19429299100193
